0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
SchaMa00,ATL,37,QB,3,0,1,1,100.0%,-7,-7.0,0,0,-7,-7.0,0.3,-2.3,1,2018
ShieSa00,LAR,31,DB,16,2,1,1,100.0%,12,12.0,0,1,12,12.0,0.1,0.8,0,2018
SoweBr00,CHI,29,T,16,1,2,1,50.0%,2,2.0,1,1,2,1.0,0.1,0.1,0,2018
2018,,,,,,,,,,,,,,,,,,
StalJo20,SFO,34,LT,16,16,1,1,100.0%,-5,-5.0,0,0,-5,-5.0,0.1,-0.3,0,2018
SwooTy00,SEA,24,TE,1,1,1,1,100.0%,23,23.0,0,1,23,23.0,1.0,23.0,0,2018
TannRy00,MIA,30,QB,11,11,1,1,100.0%,3,3.0,1,1,3,3.0,0.1,0.3,5,2018
TurbRo00,IND,29,RB,2,0,2,1,50.0%,3,3.0,0,0,3,1.5,0.5,1.5,1,2018
VillAl00,PIT,30,LT,16,16,1,1,100.0%,2,2.0,1,1,2,2.0,0.1,0.1,0,2018
VitaDa00,GNB,25,RB,5,0,2,1,50.0%,2,2.0,0,1,2,1.0,0.2,0.4,0,2018
WashDe00,OAK,25,RB,10,0,1,1,100.0%,9,9.0,0,0,9,9.0,0.1,0.9,1,2018
WatsJu01,TAM,22,WR,12,0,3,1,33.3%,5,5.0,0,0,5,1.7,0.1,0.4,0,2018
WattDe00,LAC,26,FB,16,5,1,1,100.0%,2,2.0,0,0,2,2.0,0.1,0.1,0,2018
WentCa00,PHI,26,QB,11,11,1,1,100.0%,4,4.0,0,1,4,4.0,0.1,0.4,9,2018
WhitTi00,BAL,24,WR,3,0,1,1,100.0%,14,14.0,0,1,14,14.0,0.3,4.7,1,2018
WillJo07,NOR,24,RB,3,0,1,1,100.0%,1,1.0,0,0,1,1.0,0.3,0.3,0,2018
WillKy20,BUF,35,LDT,16,16,1,1,100.0%,9,9.0,0,0,9,9.0,0.1,0.6,0,2018
WilsRu00,SEA,30,QB,16,16,1,1,100.0%,-11,-11.0,0,0,-11,-11.0,0.1,-0.7,10,2018
ZylsBr00,MIN,25,WR,16,0,2,1,50.0%,23,23.0,0,1,23,11.5,0.1,1.4,0,2018
AlleJo02,BUF,22,QB,12,11,1,0,0.0%,0,,0,0,0,0.0,0.0,0.0,8,2018
ColeSt00,2TM,24,WR,3,0,1,0,0.0%,0,,0,0,0,0.0,0.0,0.0,1,2018
CoopPh00,2TM,23,WR,7,0,1,0,0.0%,0,,0,0,0,0.0,0.0,0.0,1,2018
CrosMa20,GNB,34,K,16,0,1,0,0.0%,0,,0,0,0,0.0,0.0,0.0,0,2018
CunnJe00,DET,27,TE,3,0,1,0,0.0%,0,,0,0,0,0.0,0.0,0.0,0,2018
DaniDa02,2TM,24,TE,11,3,2,0,0.0%,0,,0,0,0,0.0,0.0,0.0,,2018
DaviGe00,LAC,26,WR,14,0,1,0,0.0%,0,,0,0,0,0.0,0.0,0.0,,2018
FordIs00,MIA,22,WR,1,0,1,0,0.0%,0,,0,0,0,0.0,0.0,0.0,,2018
HausSt00,BUF,33,K,16,0,1,0,0.0%,0,,0,0,0,0.0,0.0,0.0,0,2018
HoltJo00,OAK,28,WR,1,0,1,0,0.0%,0,,0,0,0,0.0,0.0,0.0,,2018
HubbSa00,CIN,23,DE,16,0,1,0,0.0%,0,,0,0,0,0.0,0.0,0.0,0,2018
JackDa01,2TM,25,RB,4,0,1,0,0.0%,0,,0,0,0,0.0,0.0,0.0,0,2018
JackLa00,BAL,21,QB,16,7,2,0,0.0%,0,,0,0,0,0.0,0.0,0.0,12,2018
JoneTa00,BUF,30,RB,6,0,2,0,0.0%,0,,0,0,0,0.0,0.0,0.0,0,2018
LacyCh00,DET,22,WR,1,0,1,0,0.0%,0,,0,0,0,0.0,0.0,0.0,,2018
2018,,,,,,,,,,,,,,,,,,
LewiJo01,DAL,23,DB,15,1,1,0,0.0%,0,,0,0,0,0.0,0.0,0.0,0,2018
MartFr00,TAM,27,WR,4,0,1,0,0.0%,0,,0,0,0,0.0,0.0,0.0,,2018
MayfBa00,CLE,23,QB,14,13,1,0,0.0%,0,,0,0,0,0.0,0.0,0.0,7,2018
McCaRi00,NWE,25,WR,1,0,1,0,0.0%,0,,0,0,0,0.0,0.0,0.0,1,2018
McKiJ.00,SEA,25,WR,5,0,1,0,0.0%,0,,0,0,0,0.0,0.0,0.0,0,2018
PresDa01,DAL,25,QB,16,16,1,0,0.0%,0,,0,0,0,0.0,0.0,0.0,12,2018
SmitJa01,2TM,28,LB,6,0,1,0,0.0%,0,,0,0,0,0.0,0.0,0.0,,2018
WallMi00,PHI,32,WR,2,2,3,0,0.0%,0,,0,0,0,0.0,0.0,0.0,,2018
WickCo00,SFO,25,TE,5,0,1,0,0.0%,0,,0,0,0,0.0,0.0,0.0,,2018
2018,,,,,,,,,,,,,,,,,,
